"realm_record_id","operator_name","address","phone","email","digital_contact_type","website","carrier_type","equipment_and_services","operating_regions","pos_matching_fit","country","verification_status","confidence","source_urls","research_subject"
"RCN-US-0167","Midwest Carriers, LLC","2600 Buchanan Street, Kaukauna, WI 54130","","","website contact form","https://www.midwestcarriers.com","road freight, refrigerated, dry van, FTL","Refrigerated freight, dry van, regional, local, OTR, owner-operator, liftgate service","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/wisconsin/green-bay/","Wisconsin"
"RCN-US-0168","Valley Express, LLC","6003 State Road 76, Oshkosh, WI 54904","","","website contact form","https://www.valleyexpress.com","road freight, refrigerated, bulk, tanker, flatbed, dry van, FTL","Dry van, refrigerated, bulk commodities, tanker, flatbed, dedicated, regional, OTR, drayage","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/wisconsin/green-bay/","Wisconsin"
"RCN-US-0169","N & M Expedited, Inc.","630 Muttart Rd, Neenah, WI 54956","","","website contact form","https://www.nmexpedited.com","road freight, refrigerated, dry van, expedited, LTL, FTL","Expedited LTL, dry van, paper products, dry bulk commodities, dedicated freight, regional and OTR service","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/wisconsin/green-bay/","Wisconsin"
"RCN-US-0170","Dedicated Systems, Inc.","3700 Elm View Rd, Green Bay, WI 54311","","","website contact form","https://www.dedicatedsystems.com","road freight, refrigerated, flatbed, dry van, FTL","Dry van, flatbed, box trucks, reefer, dedicated, regional, local, OTR","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/wisconsin/green-bay/","Wisconsin"
"RCN-US-0171","America's Service Line, LLC","1814 Elizabeth Street, Green Bay, WI 54302","","","website contact form","https://www.americasserviceline.com","road freight, refrigerated, dry van, intermodal, FTL","Refrigerated freight, dry van, intermodal containers, general freight, regional and OTR service","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/wisconsin/green-bay/","Wisconsin"
"RCN-US-0172","K&S Carriers & Logistics","111 East Miller St., Greenwood, WI 54437","715-267-6535","","website contact form","https://kslogs.com","road freight, refrigerated, bulk, dry van, FTL","Food-grade ambient and refrigerated storage, commodity purchasing, contract operations, warehouse management, trucking and logistics support","Nationwide","","United States","unverified","High","https://kslogs.com","Wisconsin"
"RCN-US-0173","J&R Schugel Trucking, Inc.","New Ulm, WI","","","website contact form","https://www.jrschugel.com","road freight, refrigerated, dry van, flatbed, FTL","Dry van, refrigerated, flatbed, regional, OTR, dedicated, team, lease purchase","Lower 48","","United States","unverified","Low","https://www.jrschugel.com","Wisconsin"
"RCN-US-0174","Van Wyk, Inc.","Sheboygan, WI","","","website contact form","https://www.vanwyk.com","road freight, refrigerated, dry van, flatbed, FTL","Dry van, refrigerated, flatbed, dedicated, regional, OTR","Nationwide","","United States","unverified","Low","https://www.vanwyk.com","Wisconsin"
"RCN-US-0175","Sadoff & Rudoy Transport, LLC","Fond du Lac, WI","","","website contact form","https://www.sadoffrudoy.com","road freight, bulk, flatbed, tanker, dry van, FTL","Recycling and scrap transport, flatbed, tanker, dry van, bulk hauling","Regional","","United States","unverified","Medium","https://www.carrierdatahub.com/states/wi/","Wisconsin"
"RCN-US-0176","North Central States Regional Council of Carpenters Transport","Milwaukee, WI","","","website contact form","https://www.ncst.org","road freight, flatbed, dry van, FTL","Construction materials transport, flatbed, dry van, regional freight","Regional","","United States","unverified","Low","https://www.carrierdatahub.com/states/wi/","Wisconsin"
"RCN-US-0177","Boxer Trucking, LLC","3339 Fehr Rd, Eau Claire, WI 54701","","","","","road freight, dry van, FTL","General freight, regional hauling","Regional","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/wisconsin/eau-claire/","Wisconsin"
"RCN-US-0178","River City Transport, LLC","945 Short St, Eau Claire, WI 54701","","","","","road freight, refrigerated, dry van, FTL","General freight, refrigerated freight, regional and OTR service","Regional","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/wisconsin/eau-claire/","Wisconsin"
"RCN-US-0179","Jayhawk Transport, LLC","2620 Davey St, Eau Claire, WI 54703","","","","","road freight, flatbed, dry van, FTL","General freight, regional and OTR service","Regional","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/wisconsin/eau-claire/","Wisconsin"
"RCN-US-0180","Caledonia Haulers, LLC","Darlington, WI","","","website contact form","https://caledoniahaulers.com","road freight, bulk, tanker, refrigerated, FTL","Bulk liquid freight, food-grade ambient and refrigerated storage, temperature-controlled rooms, warehouse support","Nationwide","","United States","unverified","Medium","https://caledoniahaulers.com/services/","Wisconsin"
"RCN-US-0181","P.M. Express, LLC","819 W Shorewood Drive, Eau Claire, WI 54703","","","","","road freight, refrigerated, dry van, expedited, FTL","Reefer freight, local and OTR service, expedited loads","Regional","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/wisconsin/eau-claire/","Wisconsin"
